id,name,quiz1,quiz2,quiz3,QuizAvg,pass_fail,pass_levels,certificate,library,ExtraCourse,PracticeCourse,english,precounter,quiz1counter,quiz2counter,quiz3counter,platform_Pclassification,student_Lprediction
792,clorkinslz@github.com,41,35,35,37,0,0,0,1,1,0,0,3,10,4,9,48,0
793,fwittmanm0@berkeley.edu,81,50,40,57,1,1,1,0,0,1,1,2,3,5,8,79,1
794,kbrymhamm1@google.pl,70,88,47,68.33333333,1,1,1,0,0,1,0,1,6,1,5,43,1
795,jcomminsm2@marriott.com,42,95,14,50.33333333,1,1,1,0,1,0,1,10,8,6,1,13,1
796,bsalvadorem3@vinaora.com,68,86,21,58.33333333,1,1,1,1,0,0,1,4,6,6,9,41,1
797,frysomm4@apache.org,19,23,37,26.33333333,0,0,0,0,1,0,0,1,1,7,7,30,0
798,bstaceym5@bandcamp.com,35,70,31,45.33333333,0,0,0,0,1,0,1,4,7,1,3,52,0
799,bdallewaterm6@networkadvertising.org,44,81,38,54.33333333,1,1,1,0,0,0,1,9,5,6,3,55,1
800,famblerm7@spotify.com,47,29,36,37.33333333,0,0,0,1,0,1,0,5,6,3,1,17,0
801,alittlecotem8@wikispaces.com,71,29,25,41.66666667,0,0,0,0,0,0,1,9,9,3,5,10,0
802,bmenguem9@chicagotribune.com,43,34,70,49,0,0,0,1,1,0,1,2,2,4,4,8,0
803,dfancema@tiny.cc,90,29,45,54.66666667,1,1,1,1,1,1,1,2,8,1,3,73,1
804,jmccroarymb@wsj.com,42,34,55,43.66666667,0,0,0,1,0,1,0,8,7,9,10,62,0
805,jsleighmc@utexas.edu,70,87,33,63.33333333,1,1,1,0,0,0,1,5,7,5,2,0,1
806,gpellettmd@nyu.edu,87,38,80,68.33333333,1,1,1,1,0,1,1,5,1,1,8,28,1
807,tripponme@imdb.com,42,52,80,58,1,1,1,0,1,0,1,6,5,6,1,5,1
808,mdampneymf@loc.gov,39,97,40,58.66666667,1,1,1,0,1,1,0,7,3,8,2,24,1
809,bshellymg@microsoft.com,48,65,87,66.66666667,1,1,1,1,0,1,1,7,4,1,9,32,1
810,vcollimoremh@google.pl,97,15,65,59,1,1,1,1,0,0,1,1,9,9,6,97,1
811,lbaffinmi@pcworld.com,81,65,29,58.33333333,1,1,1,1,1,1,1,8,9,7,6,93,1
812,gstittmj@state.tx.us,74,71,16,53.66666667,1,1,1,1,1,1,0,1,10,6,6,10,1
813,mlanhammk@time.com,44,92,97,77.66666667,1,1,1,0,1,0,0,2,4,10,7,82,1
814,cpattrickml@gmpg.org,37,98,43,59.33333333,1,1,1,1,0,1,0,6,2,10,3,28,1
815,rmurrillmm@vk.com,23,85,99,69,1,1,1,0,1,0,0,3,8,3,9,84,1
816,acurdsmn@google.co.uk,40,73,46,53,1,1,1,0,1,0,0,5,4,7,8,61,1
817,apygottmo@wikipedia.org,74,81,83,79.33333333,1,1,1,0,1,1,1,3,3,8,8,97,1
818,escrivnermp@goo.ne.jp,15,56,16,29,0,0,0,0,0,0,0,2,10,6,6,94,0
819,ktrutermq@ycombinator.com,22,63,59,48,0,0,0,1,1,0,0,3,7,5,8,4,0
820,skibbymr@bing.com,42,45,95,60.66666667,1,1,1,0,1,1,0,4,3,2,3,31,1
821,jcuttlems@angelfire.com,36,75,42,51,1,1,1,1,0,0,1,6,9,4,6,18,1
822,wadiscotmt@tiny.cc,58,79,33,56.66666667,1,1,1,0,1,0,1,3,5,9,9,80,1
823,dbercevelomu@lulu.com,100,25,75,66.66666667,1,1,1,1,0,0,0,1,8,8,2,81,1
824,mcaghymv@barnesandnoble.com,40,29,23,30.66666667,0,0,0,0,1,1,1,3,7,10,10,60,0
825,cstaddonmw@parallels.com,13,68,68,49.66666667,0,0,0,0,0,1,1,5,4,6,6,10,0
826,rtommasimx@linkedin.com,77,39,16,44,0,0,0,1,0,0,0,9,7,3,10,39,0
827,mnicholmy@pagesperso-orange.fr,21,63,73,52.33333333,1,1,1,0,0,1,1,2,9,8,7,82,1
828,tchartresmz@digg.com,100,15,49,54.66666667,1,1,1,0,0,0,1,4,10,1,8,82,1
829,bdaventryn0@bizjournals.com,37,79,22,46,0,0,0,1,1,1,1,4,7,4,4,0,0
830,nhopkynsn1@trellian.com,46,82,95,74.33333333,1,1,1,0,1,0,0,6,6,6,3,49,1
831,wjaeggin2@nymag.com,87,58,52,65.66666667,1,1,1,1,0,1,1,3,1,3,6,18,1
832,fballstonn3@biglobe.ne.jp,76,51,54,60.33333333,1,1,1,0,1,1,0,4,7,2,8,83,1
833,agimenon4@cnbc.com,99,93,54,82,1,1,1,1,1,1,0,5,6,2,7,63,1
834,kclowneyn5@berkeley.edu,29,64,74,55.66666667,1,1,1,1,1,1,1,8,4,10,8,35,1
835,keathornen6@csmonitor.com,13,90,19,40.66666667,0,0,0,0,1,1,1,9,9,1,2,51,0
836,edockertyn7@who.int,61,65,95,73.66666667,1,1,1,0,1,0,0,2,7,6,5,78,1
837,mvasseln8@imdb.com,47,75,26,49.33333333,0,0,0,1,1,0,0,8,9,6,7,3,0
838,dtremolieresn9@sitemeter.com,34,94,44,57.33333333,1,1,1,1,1,1,0,5,5,6,8,41,1
839,crawdalesna@booking.com,53,74,11,46,0,0,0,0,1,1,0,6,10,10,4,11,0
840,dwilkersonnb@bravesites.com,26,16,22,21.33333333,0,0,0,0,1,0,0,9,9,9,6,94,0
841,skellienc@wp.com,82,63,42,62.33333333,1,1,1,1,1,0,0,3,10,9,2,20,1
842,jatkirknd@tmall.com,49,60,52,53.66666667,1,1,1,0,1,1,0,5,8,3,9,3,1
843,lcarbonellne@microsoft.com,55,96,99,83.33333333,1,1,1,0,1,1,1,8,7,4,7,65,1
844,sjellybrandnf@com.com,95,96,64,85,1,1,1,1,0,1,1,6,6,9,3,50,1
845,pharmondng@businessinsider.com,42,45,75,54,1,1,1,1,1,1,1,9,3,2,5,46,1
846,onorvillenh@ycombinator.com,78,79,47,68,1,1,1,0,1,1,1,6,10,2,8,31,1
847,tmattssonni@marketwatch.com,70,36,20,42,0,0,0,0,0,1,1,8,9,10,5,83,0
848,nmollettnj@china.com.cn,65,15,83,54.33333333,1,1,1,1,1,1,0,10,7,9,5,38,1
849,rchatterisnk@digg.com,66,31,42,46.33333333,0,0,0,1,0,1,0,3,3,6,8,53,0
850,cbillsonnl@samsung.com,79,48,45,57.33333333,1,1,1,1,0,0,1,3,3,5,7,13,1
851,elaceynm@mediafire.com,86,92,34,70.66666667,1,1,1,1,1,1,0,2,7,1,2,55,1
852,mhoutennn@patch.com,30,59,31,40,0,0,0,1,0,0,0,9,2,2,6,97,0
853,tgrattonno@pen.io,18,96,25,46.33333333,0,0,0,1,0,1,1,8,3,2,1,60,0
854,sbadlandnp@craigslist.org,58,19,86,54.33333333,0,0,0,0,1,0,1,3,2,2,9,45,0
855,bpimblottenq@youtu.be,92,36,37,55,1,1,1,0,0,1,0,4,2,6,2,3,1
856,lholstonnr@reverbnation.com,16,92,21,43,0,0,0,1,0,1,1,10,7,3,3,66,0
857,gmilsomns@nydailynews.com,100,18,88,68.66666667,1,1,1,1,0,0,0,10,9,1,8,76,1
858,gurlingnt@fda.gov,38,27,100,55,1,1,1,0,0,1,1,4,5,4,8,36,1
859,fvanhallenu@facebook.com,51,87,51,63,1,1,1,0,1,1,0,8,7,1,3,89,1
860,ebisattnv@sohu.com,46,65,86,65.66666667,1,1,1,0,0,1,0,6,4,4,3,16,1
861,lbladdernw@spiegel.de,99,96,33,76,1,1,1,0,1,1,1,5,2,3,6,25,1
862,cbeevornx@ustream.tv,49,80,26,51.66666667,1,1,1,1,1,1,0,5,10,8,10,17,1
863,gitskovitzny@apple.com,46,38,46,43.33333333,0,0,0,0,1,0,1,3,4,10,9,68,0
864,ssheepynz@woothemes.com,38,52,50,46.66666667,0,0,0,0,0,1,0,5,4,9,5,52,0
865,sduetscheo0@wordpress.com,20,79,16,38.33333333,0,0,0,0,0,1,0,10,9,2,7,81,0
866,grousello1@pbs.org,15,87,11,37.66666667,0,0,0,1,0,0,0,1,8,4,1,46,0
867,mmiddaso2@redcross.org,60,83,95,79.33333333,1,1,1,0,0,1,1,8,9,4,5,32,1
868,fcharterso3@vistaprint.com,34,94,45,57.66666667,1,1,1,0,1,1,0,6,2,4,6,23,1
869,eextilo4@mlb.com,67,23,60,50,1,1,1,1,1,1,0,1,9,8,10,60,1
870,ehousamo5@vkontakte.ru,73,87,86,82,1,1,1,1,0,0,1,5,5,6,1,90,1
871,sfelminghamo6@sohu.com,25,65,62,50.66666667,1,1,1,0,0,0,1,3,4,8,10,87,1
872,pcudihyo7@umich.edu,62,24,72,52.66666667,1,1,1,0,1,0,1,9,2,8,9,38,1
873,toutibridgeo8@washington.edu,39,60,83,60.66666667,1,1,1,1,0,1,0,9,1,10,2,76,1
874,mfydoeo9@moonfruit.com,28,53,76,52.33333333,1,1,1,1,1,0,1,1,3,4,8,87,1
875,dcarlileoa@mit.edu,14,53,29,32,0,0,0,1,1,0,1,6,5,2,4,93,0
876,akopeckaob@drupal.org,98,52,79,76.33333333,1,1,1,0,1,0,0,5,3,4,2,36,1
877,dmcilwrickoc@berkeley.edu,30,21,27,26,0,0,0,1,1,0,0,1,1,10,9,40,0
878,qmacavddyod@tmall.com,25,96,64,61.66666667,1,1,1,1,1,0,0,10,4,5,9,18,1
879,bjuraoe@etsy.com,63,38,96,65.66666667,1,1,1,1,1,0,1,5,3,4,2,73,1
880,dwastallof@taobao.com,75,97,59,77,1,1,1,1,1,1,1,6,7,4,2,83,1
881,clambersenog@qq.com,19,66,12,32.33333333,0,0,0,0,0,1,0,7,2,3,6,5,0
882,ltubboh@themeforest.net,98,47,90,78.33333333,1,1,1,1,0,1,0,10,3,1,10,76,1
883,jchastneyoi@ow.ly,63,31,62,52,1,1,1,0,1,0,1,9,9,2,7,66,1
884,gliftonoj@thetimes.co.uk,19,72,51,47.33333333,0,0,0,1,1,1,1,3,2,6,5,48,0
885,dheinok@epa.gov,74,90,77,80.33333333,1,1,1,1,0,1,0,6,8,2,6,7,1
886,rpesekol@yelp.com,50,94,74,72.66666667,1,1,1,1,0,1,1,1,8,5,6,79,1
887,mslymeom@marketwatch.com,37,72,35,48,0,0,0,0,1,0,0,2,1,7,10,50,0
888,nocorrinon@ebay.co.uk,79,56,87,74,1,1,1,1,1,0,1,5,7,8,9,10,1
889,arangalloo@cnn.com,71,90,41,67.33333333,1,1,1,1,1,1,0,5,6,5,2,15,1
890,jsargintop@webmd.com,22,22,52,32,0,0,0,0,0,0,1,10,7,3,8,83,0
891,nchippindalloq@latimes.com,48,23,21,30.66666667,0,0,0,1,0,1,1,10,7,7,10,51,0
892,fcroydonor@hostgator.com,52,45,14,37,0,0,0,1,0,0,0,4,10,3,1,26,0
893,khuggardos@businesswire.com,10,64,58,44,0,0,0,1,0,1,1,7,6,1,2,78,0
894,ktripletot@ehow.com,81,15,25,40.33333333,0,0,0,1,0,0,0,2,2,3,4,23,0
895,mpellewou@networksolutions.com,40,51,28,39.66666667,0,0,0,1,0,1,1,10,9,10,9,42,0
896,gwarlowov@oracle.com,75,49,60,61.33333333,1,1,1,1,1,0,1,9,6,6,10,84,1
897,guphillow@ihg.com,59,26,75,53.33333333,1,1,1,1,1,1,1,3,3,1,3,52,1
898,gsimnellox@people.com.cn,89,74,12,58.33333333,1,1,1,0,0,1,0,1,8,9,10,64,1
899,tmcgriffinoy@tripadvisor.com,80,93,63,78.66666667,1,1,1,1,1,1,0,10,1,4,3,66,1
900,gguitonoz@microsoft.com,91,30,10,43.66666667,0,0,0,0,0,0,1,1,3,7,4,98,0
901,chaggusp0@toplist.cz,19,21,20,20,0,0,0,1,1,0,0,7,4,6,8,59,0
902,krobakp1@tripod.com,93,27,84,68,1,1,1,1,1,0,0,6,9,8,3,47,1
903,dliepinap2@stanford.edu,22,56,72,50,1,1,1,0,1,0,1,6,4,9,1,60,1
904,ahorleyp3@google.fr,96,31,24,50.33333333,1,1,1,0,1,0,0,8,7,5,7,78,1
905,dgoveyp4@spotify.com,88,94,97,93,1,1,1,1,0,0,1,7,10,6,4,33,1
906,edudinp5@nydailynews.com,28,63,25,38.66666667,0,0,0,0,0,0,0,1,1,3,7,51,0
907,dstevanip6@woothemes.com,79,89,70,79.33333333,1,1,1,0,0,1,0,2,7,7,3,52,1
908,aclappsonp7@yandex.ru,65,67,100,77.33333333,1,1,1,1,1,1,1,3,5,7,2,69,1
909,dstentp8@booking.com,75,51,88,71.33333333,1,1,1,0,1,1,1,9,8,4,5,62,1
910,jfalcop9@ed.gov,14,87,12,37.66666667,0,0,0,1,0,1,1,6,9,1,10,92,0
911,aofinanpa@gmpg.org,46,34,88,56,1,1,1,1,1,1,1,3,10,2,9,45,1
912,crevelpb@bbc.co.uk,29,64,99,64,1,1,1,1,1,0,1,9,1,6,4,97,1
913,sculppc@seattletimes.com,93,72,53,72.66666667,1,1,1,1,1,1,1,10,2,3,5,23,1
914,sziebartpd@dyndns.org,97,83,42,74,1,1,1,0,0,0,0,5,2,10,2,89,1
915,ofarnhampe@exblog.jp,90,55,26,57,1,1,1,0,1,1,1,2,9,7,2,81,1
916,rgriffithpf@cbc.ca,87,96,47,76.66666667,1,1,1,1,0,0,1,10,1,7,3,89,1
917,fodowlingpg@gmpg.org,84,44,29,52.33333333,1,1,1,0,1,1,0,1,8,5,5,28,1
918,gelveyph@europa.eu,15,28,38,27,0,0,0,1,1,0,0,9,6,6,7,93,0
919,scookneypi@mediafire.com,22,24,19,21.66666667,0,0,0,1,1,1,0,2,4,8,3,30,0
920,sdyneleypj@dot.gov,71,95,22,62.66666667,1,1,1,0,1,1,0,5,1,6,3,71,1
921,jblakestonpk@163.com,55,33,98,62,1,1,1,1,1,0,0,9,5,9,7,46,1
922,hhendrickxpl@360.cn,83,90,96,89.66666667,1,1,1,1,1,0,1,9,7,6,2,40,1
923,djiroudekpm@addtoany.com,29,22,70,40.33333333,0,0,0,1,1,1,0,1,10,2,5,98,0
924,lmckernpn@amazonaws.com,42,98,89,76.33333333,1,1,1,1,0,0,0,3,3,8,4,58,1
925,npattesallpo@berkeley.edu,74,52,81,69,1,1,1,0,1,0,1,1,5,7,10,5,1
926,ofowgiespp@1und1.de,58,90,67,71.66666667,1,1,1,0,1,1,0,6,1,4,1,87,1
927,agodleypq@about.me,47,100,20,55.66666667,1,1,1,1,0,1,0,7,8,8,10,91,1
928,ajandlpr@cam.ac.uk,60,58,29,49,0,0,0,0,0,0,1,5,8,8,7,5,0
929,mchomickips@godaddy.com,26,79,81,62,1,1,1,0,0,1,0,2,1,9,7,33,1
930,mhayesmanpt@dmoz.org,23,49,77,49.66666667,0,0,0,1,1,0,1,7,6,8,4,91,0
931,sscroobypu@a8.net,54,77,20,50.33333333,1,1,1,0,0,0,0,2,4,4,7,96,1
932,vburrispv@eepurl.com,35,59,94,62.66666667,1,1,1,0,1,0,1,4,10,2,6,30,1
933,lcosgrypw@canalblog.com,97,96,81,91.33333333,1,1,1,0,1,0,1,7,2,8,7,8,1
934,ldumbarepx@tumblr.com,12,37,95,48,0,0,0,0,0,0,0,3,7,4,9,94,0
935,kjoscelynepy@studiopress.com,58,31,17,35.33333333,0,0,0,0,1,0,1,8,10,6,3,51,0
936,tbelchampz@ucoz.com,54,23,71,49.33333333,0,0,0,0,0,0,0,6,8,4,8,14,0
937,rjessopq0@surveymonkey.com,16,75,45,45.33333333,0,0,0,1,0,1,0,5,8,7,1,24,0
938,pdurransq1@mit.edu,80,99,38,72.33333333,1,1,1,1,1,0,0,5,4,1,4,15,1
939,nmooreyq2@about.me,52,13,52,39,0,0,0,0,0,1,1,8,10,10,7,13,0
940,jkieransq3@godaddy.com,15,29,91,45,0,0,0,1,0,0,1,4,8,3,5,68,0
941,bmacq4@prlog.org,96,68,22,62,1,1,1,1,1,1,0,7,3,6,6,27,1
942,smcimmieq5@plala.or.jp,29,50,14,31,0,0,0,1,0,1,1,6,10,9,3,96,0
943,mbushillq6@amazon.com,81,80,55,72,1,1,1,1,0,0,1,7,10,4,2,14,1
944,edevriesq7@instagram.com,83,55,68,68.66666667,1,1,1,0,1,0,1,1,3,5,5,88,1
945,cwoolagerq8@ucsd.edu,97,47,75,73,1,1,1,1,1,0,0,2,7,5,1,74,1
946,tsandelsq9@diigo.com,51,13,44,36,0,0,0,1,1,1,1,5,10,1,3,80,0
947,afeatherstoneqa@dedecms.com,39,33,63,45,0,0,0,0,0,1,1,6,8,5,4,96,0
948,epurringtonqb@1und1.de,80,86,37,67.66666667,1,1,1,0,1,0,0,1,10,7,9,75,1
949,pdrippqc@sitemeter.com,100,47,95,80.66666667,1,1,1,1,1,0,1,1,3,9,1,42,1
950,adufoureqd@biglobe.ne.jp,22,26,33,27,0,0,0,0,0,1,0,3,4,1,1,65,0
951,zjansieqe@simplemachines.org,12,44,28,28,0,0,0,1,1,1,0,9,5,8,4,1,0
952,lgidmanqf@dyndns.org,42,38,78,52.66666667,1,1,1,0,0,0,1,3,7,9,2,38,1
953,ayousterqg@omniture.com,83,79,19,60.33333333,1,1,1,1,0,0,1,2,7,5,4,14,1
954,oparramqh@freewebs.com,54,41,24,39.66666667,0,0,0,1,1,1,0,5,1,2,6,13,0
955,cweberqi@cam.ac.uk,19,61,99,59.66666667,1,1,1,0,1,0,0,9,5,8,6,29,1
956,msturneyqj@archive.org,83,50,47,60,1,1,1,0,0,0,0,10,5,9,1,93,1
957,dpilsworthqk@yahoo.com,60,18,84,54,1,1,1,1,0,0,0,8,7,10,9,86,1
958,gfrenscheql@ed.gov,26,56,73,51.66666667,1,1,1,0,1,1,0,2,9,10,10,89,1
959,edymockeqm@tiny.cc,96,22,21,46.33333333,0,0,0,1,0,1,1,9,6,1,8,68,0
960,hmullinsqn@github.io,40,47,58,48.33333333,0,0,0,1,0,0,0,3,3,7,7,100,0
961,jmcshirieqo@nifty.com,70,78,72,73.33333333,1,1,1,0,0,1,0,9,3,6,4,75,1
962,ltilstonqp@prlog.org,79,93,90,87.33333333,1,1,1,0,0,0,0,7,1,9,5,64,1
963,remmittqq@tumblr.com,69,94,24,62.33333333,1,1,1,1,1,0,1,9,7,3,2,71,1
964,gmatchittqr@barnesandnoble.com,83,35,80,66,1,1,1,0,1,0,1,4,5,9,5,90,1
965,fpurselowqs@1688.com,94,17,97,69.33333333,1,1,1,1,1,1,1,9,5,5,10,2,1
966,dgrzeskowskiqt@buzzfeed.com,31,43,23,32.33333333,1,1,1,0,0,1,1,9,5,9,5,99,1
967,rdanisqu@flavors.me,64,59,17,46.66666667,1,1,1,0,0,0,0,1,10,3,8,45,1
968,csplevingsqv@apple.com,83,43,48,58,1,1,1,0,1,0,0,1,10,4,10,9,1
969,dmullineuxqw@europa.eu,55,52,51,52.66666667,1,1,1,0,0,1,1,3,3,4,4,74,1
970,tdallimoreqx@noaa.gov,15,18,21,18,0,0,0,0,1,1,0,1,7,9,9,37,0
971,kyeldonqy@globo.com,20,30,98,49.33333333,0,0,0,0,0,1,1,2,10,8,8,11,0
972,imacallisterqz@pinterest.com,31,98,13,47.33333333,0,0,0,0,1,1,0,9,2,3,3,95,0
973,feglintonr0@marketwatch.com,98,58,85,80.33333333,1,1,1,0,1,1,0,4,9,8,3,54,1
974,irikelr1@soup.io,95,57,57,69.66666667,1,1,1,0,1,0,0,2,6,10,2,82,1
975,echaucerr2@facebook.com,85,56,38,59.66666667,1,1,1,1,1,0,1,4,10,6,3,19,1
976,bdemalcharr3@blogs.com,22,17,62,33.66666667,0,0,0,0,0,0,0,5,1,9,8,62,0
977,aleverettr4@a8.net,63,74,55,64,1,1,1,1,1,0,1,1,3,8,6,86,1
978,dupstonr5@marketwatch.com,37,24,60,40.33333333,0,0,0,0,0,0,1,10,4,10,10,43,0
979,pmacakr6@nytimes.com,25,37,73,45,0,0,0,0,1,1,0,7,2,4,1,32,0
980,lstrevensr7@livejournal.com,21,23,18,20.66666667,0,0,0,1,1,0,1,7,8,4,7,47,0
981,fraincinr8@blinklist.com,36,84,93,71,1,1,1,0,1,0,1,3,10,8,1,52,1
982,gorhrtr9@ox.ac.uk,53,13,90,52,1,1,1,0,0,0,0,1,9,9,4,1,1
983,ecatmullra@mashable.com,18,99,40,52.33333333,1,1,1,0,1,0,0,3,5,1,7,76,1
984,ikuschelrb@noaa.gov,87,66,85,79.33333333,1,1,1,1,0,0,0,5,4,1,4,97,1
985,ftotenrc@oakley.com,66,95,41,67.33333333,1,1,1,1,1,0,0,1,6,3,1,68,1
986,priltonrd@about.com,22,51,32,35,0,0,0,0,0,0,1,9,4,6,2,22,0
987,kpetofire@rakuten.co.jp,93,81,63,79,1,1,1,1,1,1,1,7,1,6,9,98,1
988,sbackshillrf@disqus.com,25,47,66,46,0,0,0,0,0,0,1,7,2,5,1,22,0
989,csharperrg@soundcloud.com,99,75,90,88,1,1,1,1,1,1,1,3,1,2,8,30,1
990,gbalchinrh@paginegialle.it,25,62,84,57,1,1,1,0,1,0,0,6,9,5,2,86,1
991,arandalri@thetimes.co.uk,75,95,45,71.66666667,1,1,1,0,1,1,0,2,2,2,10,57,1
992,jmedlenrj@etsy.com,16,14,55,28.33333333,0,0,0,0,1,0,1,2,7,10,7,31,0
993,kfleetwoodrk@shinystat.com,13,98,95,68.66666667,1,1,1,1,1,0,1,10,10,5,4,36,1
994,jsiaskowskirl@wsj.com,26,62,77,55,1,1,1,1,1,1,0,9,4,8,10,58,1
995,jroderigorm@cdbaby.com,87,97,47,77,1,1,1,1,0,0,0,1,3,5,7,80,1
996,scoldridgern@123-reg.co.uk,82,34,42,52.66666667,1,1,1,0,0,0,1,3,8,8,4,14,1
997,npauro@studiopress.com,66,90,15,57,1,1,1,1,1,0,1,1,7,1,1,36,1
998,bgoldsmithrp@pagesperso-orange.fr,57,24,58,46.33333333,0,0,0,0,0,1,0,7,7,6,4,53,0
999,geverillrq@guardian.co.uk,13,73,85,57,1,1,1,1,1,0,0,6,2,6,8,56,1
1000,jrookerr@vistaprint.com,30,88,39,52.33333333,1,1,1,0,1,1,0,4,1,10,7,1,1
